"Please be noted that the data below is part of the used large-scale projected transportation emissions data from 3,144 counties generated by the United States Environmental Protection Agency. The original data is too large to put in GitHub. Therefore, we put it at Cornell Box, which is accessible at [https://cornell.box.com/s/h8tcryjzb73v34ddqsoletd5jse153in]",,,,,,,,,,,,,,,,,,
geoid,year,sourcetype,fueltype,regclass,roadtype,emissions_98,emissions_2,emissions_3,emissions_31,emissions_33,emissions_100,emissions_106,emissions_107,emissions_110,emissions_116,emissions_117,vehicles,vmt
6115,2049,54,9,41,3,0,0,0,0,0,0,0,0,0,0,0,28.5,25886.7
5053,2025,41,3,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6085,2016,61,2,49,2,1251.6,2.2,13.9,0,2.6,0.4,0.1,0,0.3,0,0,79.5,685899
6063,2031,31,9,41,4,0,0,0,0,0,0,0,0,0,0,0,47.9,153240
6087,2010,53,1,42,1,13,0.2,0,0,0,0,0,0,0,0,0,0,0
6083,2057,31,9,30,2,0,0,0,0,0,0,0,0.8,0,0,0.1,121637,119825000
6071,2045,41,9,47,5,0,0,0,0,0,0,0.1,0.1,0,0,0,443.1,1447450
6037,2010,52,1,41,1,21233.1,1573.9,154.1,0.1,4.7,1.1,0,0,0.9,0,0,0,0
5053,2015,54,1,41,5,13.1,0.5,0.1,0,0,0,0,0,0,0,0,13.9,12801.3
5049,2025,61,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,1.7
8001,2010,54,2,46,1,5.2,0.3,0,0,0,0,0,0,0,0,0,0,0
5145,2011,62,2,49,1,6.3,0,0.1,0,0,0,0,0,0,0,0,0,0
5077,2016,54,2,47,4,0.5,0,0,0,0,0,0,0,0,0,0,0.4,376.2
6001,2014,61,1,47,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0
5055,2025,42,1,42,4,49.2,1.5,0,0,0,0,0,0,0,0,0,0.7,28633.6
5121,2019,42,2,46,4,18.6,0,0,0,0,0,0,0,0,0,0,0.5,11155.8
6055,2014,41,2,42,3,27.7,0,0.1,0,0,0,0,0,0,0,0,2.2,18401
6061,2014,61,1,47,4,0.2,0,0,0,0,0,0,0,0,0,0,0,132
6049,2016,52,2,42,3,188.8,0.3,0.6,0,0.1,0,0,0,0,0,0,23.6,185324
5021,2058,43,2,47,5,16.2,0,0,0,0,0,0,0,0,0,0,0.8,11004.3
6105,2018,21,2,20,3,53.2,0.7,0,0,0,0,0,0,0,0,0,37.8,153416
6015,2013,61,2,46,1,85.7,0.3,0.5,0,0,0.1,0,0,0,0,0,0,0
6081,2019,52,3,47,5,373.3,4.3,0.2,0,0,0,0.1,0,0,0,0,13.1,158882
6029,2033,62,2,49,1,208.4,1.2,3.3,0,0.6,0.1,0,0,0.1,0,0,0,0
6051,2024,53,9,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6009,2018,53,9,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0.9
6099,2011,61,2,46,5,6209.4,12,38.9,0,2.4,1.8,0.4,0.1,1.6,0,0,175.1,3196970
6017,2007,42,2,48,2,143.2,0.4,1.6,0,0.1,0.1,0,0,0,0,0,7.8,86495.6
6089,2043,53,9,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6035,2032,53,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,2014,41,3,47,3,3.1,0,0,0,0,0,0,0,0,0,0,0.1,1668.2
6007,2026,32,1,30,4,4706,22.3,1.2,0,0.1,0,0.1,0.1,0,0,0,4402.6,13592200
6011,2038,42,1,42,1,4.4,0.1,0,0,0,0,0,0,0,0,0,0,0
5131,2012,52,9,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,2056,31,9,41,5,0,0,0,0,0,0,0,0.1,0,0,0,1053.9,4086400
5109,2019,53,9,42,4,0,0,0,0,0,0,0,0,0,0,0,0,3.4
5093,2011,53,1,47,3,0.1,0,0,0,0,0,0,0,0,0,0,0,101.6
5093,2011,62,2,47,3,31857.2,53.2,222,0.1,15.1,9.1,1.5,0.5,8.4,0.2,0.1,843.4,15901100
5093,2016,54,1,46,1,0.6,0.3,0,0,0,0,0,0,0,0,0,0,0
6019,2046,51,3,47,2,69.5,1.3,0,0,0,0,0,0,0,0,0,22.8,45750
6035,2016,31,2,30,3,226.5,5.8,0.9,0,0,0,0,0,0,0,0,65.4,473447
6085,2011,43,2,47,1,35.6,0.3,0.4,0,0,0,0,0,0,0,0,0,0
5057,2044,54,2,47,2,6,0,0,0,0,0,0,0,0,0,0,9.3,5134.9
6031,2004,43,2,42,5,11.5,0,0.1,0,0,0,0,0,0,0,0,1,9104.6
6023,2003,54,2,42,2,3.1,0,0,0,0,0,0,0,0,0,0,6.8,3183.9
6051,2017,54,1,42,2,30.3,0.8,0.1,0,0,0,0,0,0,0,0,95.2,29005
5107,2015,43,3,47,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0
5075,2014,51,1,42,2,0.1,0,0,0,0,0,0,0,0,0,0,0.1,133.3
5055,2008,54,2,46,4,10.7,0,0.1,0,0,0,0,0,0,0,0,13.1,9356.6
6013,2034,53,2,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6113,2033,43,2,46,3,353,0.2,0.4,0,0.1,0,0,0,0,0,0,77.6,299019
6103,2048,42,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,2011,41,1,42,3,1.4,0,0,0,0,0,0,0,0,0,0,0,1033.7
6087,2031,21,5,20,4,29.4,0.3,0,0,0,0,0,0,0,0,0,25.3,108078
5139,2018,52,9,46,2,0,0,0,0,0,0,0,0,0,0,0,0,3.9
6023,2028,41,9,47,5,0,0,0,0,0,0,0,0,0,0,0,6.8,21634.1
5117,2011,61,1,47,4,0.3,0,0,0,0,0,0,0,0,0,0,0,188.5
6033,2009,51,2,42,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0
6035,2048,31,1,41,2,103.9,0.2,0,0,0,0,0,0,0,0,0,330,286554
5093,2013,32,1,30,5,7083.9,113.2,13.9,0.1,1.2,0.1,0.5,0.1,0.1,0.1,0,2050.4,12066100
6019,2014,43,1,46,2,61.7,3.8,0.4,0,0,0,0,0,0,0,0,83.1,55899.5
6055,2056,52,3,47,4,28.3,0.5,0,0,0,0,0,0,0,0,0,7.2,21298.1
6083,2029,53,2,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5079,2012,53,1,47,4,0,0,0,0,0,0,0,0,0,0,0,0,32.9
5037,2031,21,2,20,4,9.3,0.1,0,0,0,0,0,0,0,0,0,8,27934.7
6085,2011,62,2,46,4,424.9,0.9,6.6,0,0.2,0.2,0,0,0.2,0,0,27,228017
6089,2039,31,9,41,5,0,0,0,0,0,0,0,0.1,0,0,0,743.9,3870630
5053,2009,11,1,10,4,177.1,7.8,0.4,0,0,0,0,0,0,0,0,851.8,395866
5031,2051,52,3,47,2,16.4,0.3,0,0,0,0,0,0,0,0,0,11.1,13623.5
6109,2043,32,9,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6019,2046,61,9,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,2051,53,3,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,2011,53,2,42,4,6.3,0,0,0,0,0,0,0,0,0,0,0.6,6103.5
5045,2057,42,1,42,4,138.6,2.4,0,0,0,0,0,0,0,0,0,3.1,96368.7
6057,2010,61,3,47,4,12.5,0.1,0,0,0,0,0,0,0,0,0,0.2,7244.9
6083,2052,61,3,47,1,40.3,0.3,0.1,0,0,0,0,0,0,0,0,0,0
6003,2054,54,1,41,2,5.4,0,0,0,0,0,0,0,0,0,0,11,5273.8
6015,2003,31,1,30,1,4789.7,529.7,17.6,0,0.5,0.6,0,0,0.5,0,0,0,0
5057,2048,51,2,47,5,43.6,0.1,0,0,0,0,0,0,0,0,0,1.6,25382.6
6051,2012,21,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6079,2017,51,1,41,3,0.2,0,0,0,0,0,0,0,0,0,0,0,153.5
6091,2011,53,2,42,5,18,0,0.1,0,0,0,0,0,0,0,0,0.5,15337.6
6113,2036,42,1,46,5,0.8,0,0,0,0,0,0,0,0,0,0,0,446.9
6029,2011,21,5,20,5,220,1.1,0.1,0,0,0,0,0,0,0,0,67.9,515145
6113,2033,51,9,46,4,0,0,0,0,0,0,0,0,0,0,0,1.7,12808.8
5033,2051,32,5,30,4,1.8,0,0,0,0,0,0,0,0,0,0,2.8,6976.5
5041,2036,42,9,42,2,0,0,0,0,0,0,0,0,0,0,0,0.2,3261.7
5031,2016,42,1,46,2,0.2,0,0,0,0,0,0,0,0,0,0,0,110.8
6113,2033,53,9,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6087,2002,61,2,46,5,2916.8,6.4,39.1,0,1.2,1.7,0.2,0,1.6,0,0,64.4,1519030
5057,2011,53,2,46,2,46,0.1,0.3,0,0,0,0,0,0,0,0,3.3,47391.1
6045,2021,43,1,46,1,3.8,0.1,0,0,0,0,0,0,0,0,0,0,0
6057,2025,32,9,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,2025,43,9,42,2,0,0,0,0,0,0,0,0,0,0,0,0,63.7
6087,2019,52,9,47,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4
6109,2054,53,2,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6109,2050,61,9,46,3,0,0,0,0,0,0,0,0,0,0,0,1.6,13648.6
6005,2030,31,1,30,2,7050.4,55.6,2.3,0.1,0.3,0.1,0,0.1,0,0,0,18384.7,19453600
6113,2027,53,9,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5071,2013,42,2,42,2,10.5,0,0,0,0,0,0,0,0,0,0,0.2,7156.4
5031,2011,54,1,42,5,100,3.7,0.5,0,0,0,0,0,0,0,0,129.2,84758.7
5043,2018,52,2,46,2,121.5,0.1,0.3,0,0,0,0,0,0,0,0,45.6,111486
6011,2041,51,9,46,4,0,0,0,0,0,0,0,0,0,0,0,0.3,1725
5085,2012,21,1,20,3,20452.6,308.4,38,0.1,3.4,0.5,0.8,0.5,0.4,0.1,0.1,24620.4,56128800
6097,2052,61,9,46,2,0,0,0,0,0,0,0,0,0,0,0,16.5,123478
6005,2011,52,2,46,5,1052,2.6,6.5,0,0.4,0.3,0.1,0,0.3,0,0,116.2,667776
6107,2012,31,5,30,5,562.8,2.6,0.2,0,0,0,0,0,0,0,0,189.6,1020480
5021,2017,43,1,46,3,3.4,0.2,0,0,0,0,0,0,0,0,0,2.2,2845
5111,2017,41,2,47,4,52.8,0.1,0.4,0,0,0,0,0,0,0,0,20.8,30085.1
6075,2019,53,2,46,4,171.1,0.2,0.4,0,0,0,0,0,0,0,0,158.6,155886
6071,2035,51,2,46,3,2774.8,1.3,1.4,0,0.3,0,0,0,0,0,0,344.8,1878600
6009,2001,52,2,46,2,421,0.9,5.3,0,0.2,0.2,0,0,0.2,0,0,177.3,428165
6097,2009,43,1,42,2,3,0,0,0,0,0,0,0,0,0,0,0.9,3157.4
5053,2019,51,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,3.6
6071,2028,31,2,30,5,12536.9,71.5,4.6,0,0.3,0.1,0.5,0.4,0.1,0.2,0.1,5588.1,31247900
6095,2059,21,2,20,3,0.1,0,0,0,0,0,0,0,0,0,0,0.2,195
6073,2056,41,9,47,2,0,0,0,0,0,0,0,0,0,0,0,1238.4,1211000
6111,2017,54,2,47,5,563.6,1.2,3.4,0,0.3,0.2,0.1,0,0.2,0,0,701.7,272064
5101,2019,54,2,41,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
5053,2012,51,1,41,5,0.1,0,0,0,0,0,0,0,0,0,0,0,113.3
6113,2022,43,2,46,2,205.6,0.2,0.4,0,0,0,0,0,0,0,0,76.5,166057
6107,2033,51,3,47,5,115.3,2,0.1,0,0,0,0,0,0,0,0,7.3,43472.8
6029,2014,54,2,42,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0
5063,2013,54,1,42,1,2.1,1.9,0,0,0,0,0,0,0,0,0,0,0
6019,2014,43,1,41,4,0.9,0,0,0,0,0,0,0,0,0,0,0.8,788.1
6077,2019,54,1,42,3,673.8,16,1.9,0,0.1,0.1,0,0,0,0,0,1135.5,640877
6043,2014,43,3,47,2,0.5,0,0,0,0,0,0,0,0,0,0,0.2,394.6
6011,2048,54,1,42,4,62.9,0.4,0,0,0,0,0,0,0,0,0,105.1,65988
6115,2011,51,2,46,3,52.8,0.1,0.4,0,0,0,0,0,0,0,0,4.3,32051.1
6099,2042,61,9,47,4,0,0,0,0,0,0,0.2,0.3,0,0.1,0,544,9968350
5031,2029,41,9,46,3,0,0,0,0,0,0,0,0,0,0,0,0,105.1
6083,2024,52,2,41,1,1912.3,5.9,7.3,0,1.2,0.2,0,0,0.1,0,0,0,0
8001,2034,54,9,41,5,0,0,0,0,0,0,0,0,0,0,0,48.9,25224.2
8001,2009,42,2,46,1,28.3,0.1,0.2,0,0,0,0,0,0,0,0,0,0
5053,2026,54,2,46,4,5.3,0,0,0,0,0,0,0,0,0,0,8.9,4501.3
6023,2024,32,2,41,1,87.2,0.4,0.8,0,0.1,0,0,0,0,0,0,0,0
5115,2016,62,2,46,4,246.8,0.2,1.3,0,0,0,0,0,0,0,0,10.9,131207
6113,2011,43,2,46,4,576.3,1.3,4.2,0,0.2,0.2,0,0,0.2,0,0,159.2,503287
6077,2057,51,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6041,2042,51,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3
6097,2012,52,1,42,4,1267.4,21,2.7,0,0.2,0,0,0,0,0,0,354.9,1415640
6067,2007,21,9,20,2,0,0,0,0,0,0,0,0,0,0,0,96.4,78826.9
5105,2016,43,9,47,5,0,0,0,0,0,0,0,0,0,0,0,0,2.4
5137,2018,43,9,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,2018,41,2,46,3,21.1,0,0.1,0,0,0,0,0,0,0,0,2.9,12560.2
6107,2056,52,2,47,2,537.6,0.5,0.3,0,0.1,0,0.1,0,0,0,0,352.2,503403
5045,2031,41,9,46,2,0,0,0,0,0,0,0,0,0,0,0,0,257.5
6091,2031,54,2,46,3,6.3,0,0,0,0,0,0,0,0,0,0,6.7,5267.1
6003,2002,41,9,46,5,0,0,0,0,0,0,0,0,0,0,0,0,1.5
6055,2043,62,9,46,3,0,0,0,0,0,0,0,0,0,0,0,0.5,8167.3
5031,2011,51,1,46,2,0.9,0.1,0,0,0,0,0,0,0,0,0,0.8,605.6
6085,2016,42,9,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6073,2060,52,2,41,2,34949.8,30.3,10,0.1,1.9,0.1,0.1,0.5,0.1,0,0.1,23399.3,48059800
5055,2007,52,1,41,1,162.1,12.2,1.2,0,0,0,0,0,0,0,0,0,0
5043,2033,31,1,30,2,4030.6,30.5,1,0,0.1,0,0,0.1,0,0,0,9058.2,11734200
5059,2006,41,1,42,4,3,0,0,0,0,0,0,0,0,0,0,0.4,2421.6
6087,2001,43,1,42,4,1.3,0,0,0,0,0,0,0,0,0,0,0.3,937.4
6045,2012,42,1,47,2,0.1,0,0,0,0,0,0,0,0,0,0,0,97.1
6005,2031,21,2,20,1,5,0.1,0,0,0,0,0,0,0,0,0,0,0
6067,2043,52,1,41,1,7436.7,38.3,2.2,0,0.1,0.1,0,0,0.1,0,0,0,0
6027,2019,43,2,47,3,10.4,0,0,0,0,0,0,0,0,0,0,3.2,7635.4
8001,2037,53,1,42,3,374.2,1.7,0,0,0,0,0,0,0,0,0,78.6,434020
6093,2031,51,2,47,4,46.2,0,0.1,0,0,0,0,0,0,0,0,6.4,29425.7
6029,2059,53,1,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,2051,21,5,20,5,0.5,0,0,0,0,0,0,0,0,0,0,0.3,3102.3
6023,2014,51,2,46,4,81.4,0.1,0.4,0,0,0,0,0,0,0,0,7.3,47582.5
6103,2053,52,9,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6007,2051,32,1,30,5,4869.8,16.6,0.1,0,0,0,0.2,0.2,0,0.1,0,3771.4,15842000
5053,2024,43,1,42,5,17.7,0.1,0,0,0,0,0,0,0,0,0,0.6,11787.6
6069,2036,43,2,47,2,2.8,0,0,0,0,0,0,0,0,0,0,1.4,2475.3
6061,2050,54,1,46,4,296.9,4.4,0,0,0,0,0,0,0,0,0,409.2,251779
6001,2048,42,9,46,3,0,0,0,0,0,0,0,0,0,0,0,8.9,133208
6005,2057,62,3,47,3,70.3,1.2,0,0,0,0,0,0,0,0,0,4.6,40046.5
6083,2039,61,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,2005,52,2,46,5,1664.4,4.7,16,0,0.5,0.9,0.2,0,0.8,0,0,183,1063250
6085,2060,61,9,47,4,0,0,0,0,0,0,0.4,0.5,0,0.1,0.1,1456.7,16512100
5133,2019,42,1,46,5,0.1,0,0,0,0,0,0,0,0,0,0,0,78.8
6003,2026,43,1,46,3,4.6,0.1,0,0,0,0,0,0,0,0,0,0.7,3584.2
6093,2016,52,1,46,1,27.6,2,0.1,0,0,0,0,0,0,0,0,0,0
5087,2014,32,2,30,5,9.4,0.4,0.1,0,0,0,0,0,0,0,0,4.6,14989.9
5085,2015,62,3,47,2,74,0.7,0,0,0,0,0,0,0,0,0,1.1,42934.6
5033,2050,43,1,42,1,4.7,0.1,0,0,0,0,0,0,0,0,0,0,0
5067,2016,41,2,42,2,1.9,0,0,0,0,0,0,0,0,0,0,1.2,1348.2
6063,2014,32,2,41,4,339.5,1,1.6,0,0.1,0.1,0,0,0.1,0,0,146.8,486155
6041,2018,51,1,41,4,0.1,0,0,0,0,0,0,0,0,0,0,0.1,105.9
5135,2018,54,2,41,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0
6067,2014,51,2,46,5,1006.6,1.8,4.7,0,0.4,0.2,0.1,0,0.2,0,0,46.6,532884
6015,2023,43,1,41,5,0,0,0,0,0,0,0,0,0,0,0,0,9.6
6013,2018,52,1,46,2,227.9,4.8,0.4,0,0,0,0,0,0,0,0,344.2,200603
6081,2038,42,3,48,3,542.7,11.2,0.2,0,0,0,0,0,0,0,0,38.8,309353
5033,2012,43,3,47,5,7,0,0,0,0,0,0,0,0,0,0,0.3,3387.7
5091,2014,41,1,46,5,22.4,1.5,0.2,0,0,0,0,0,0,0,0,1.3,12978.3
6005,2013,42,9,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6
6025,2047,43,1,46,3,102.1,1.2,0,0,0,0,0,0,0,0,0,21.9,85342.6
5035,2023,42,2,48,1,144.9,0.3,0.8,0,0.1,0,0,0,0,0,0,0,0
8001,2029,52,9,41,4,0,0,0,0,0,0,0,0,0,0,0,162.4,425556
5049,2043,31,2,30,3,47.1,0.2,0,0,0,0,0,0,0,0,0,77.4,173981
6029,2038,43,1,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0.7
6013,2035,43,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5109,2014,41,1,42,5,14.5,0.2,0,0,0,0,0,0,0,0,0,0.3,8974.6
6103,2012,51,2,47,5,351.4,0.9,3.1,0,0.2,0.2,0,0,0.2,0,0,25.4,169810
5021,2037,54,2,47,4,1.9,0,0,0,0,0,0,0,0,0,0,4.3,1490.1
5039,2007,54,1,42,5,20.5,0.8,0.1,0,0,0,0,0,0,0,0,18.1,16500.2
6075,2004,43,1,42,3,2.4,0.1,0,0,0,0,0,0,0,0,0,0.4,1996.9
6113,2053,53,9,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6059,2003,52,1,42,5,21649.2,830.3,93,0.2,5.5,1.5,2.5,0.4,1.3,0.3,0.1,3095.9,23471000
6075,2006,21,2,20,2,497.7,35,3.5,0,0.1,0.1,0,0,0.1,0,0,3285,1601710
5031,2049,31,5,30,1,14.4,0.3,0,0,0,0,0,0,0,0,0,0,0
6049,2014,61,2,46,4,415.6,0.5,1.7,0,0.1,0.1,0,0,0.1,0,0,16.8,224818
8001,2053,61,2,49,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0
5079,2016,52,1,41,5,131.4,1.3,0.1,0,0,0,0,0,0,0,0,20.3,123169
6005,2045,41,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6115,2041,51,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5139,2017,41,2,47,4,177.1,0.3,1.3,0,0.1,0.1,0,0,0,0,0,16.5,100884
8003,2009,54,1,46,3,6.6,0.1,0,0,0,0,0,0,0,0,0,5.7,5596.9
6103,2057,62,9,46,2,0,0,0,0,0,0,0,0,0,0,0,3,77489.2
6109,2056,41,1,42,2,39.7,0.9,0,0,0,0,0,0,0,0,0,33.3,25617.5
5067,2019,21,1,20,2,1698.5,20.4,1.3,0,0.1,0,0,0,0,0,0,3565.2,5180740
6041,2049,53,3,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,2016,54,2,41,2,1.6,0,0,0,0,0,0,0,0,0,0,4.6,1499.6
6107,2035,31,1,41,4,2716.3,11.5,1.3,0,0.2,0.1,0,0.1,0,0,0,2318.5,4905560
6069,2005,31,1,30,5,54633.4,857.6,140.8,0.4,10.6,1,4.3,1,0.9,0.5,0.1,14836,86633600
6055,2017,11,1,10,4,567.2,20.6,1.1,0,0,0,0,0,0,0,0,8941,1264510
5075,2017,32,1,30,1,259.7,12.2,0.6,0,0,0,0,0,0,0,0,0,0
6033,2037,61,2,47,1,263,0.7,1.6,0,0.3,0,0,0,0,0,0,0,0
5081,2014,42,3,48,3,7.1,0.1,0,0,0,0,0,0,0,0,0,0.4,4190.1
5057,2018,43,9,46,5,0,0,0,0,0,0,0,0,0,0,0,0,10.9
5127,2014,54,2,46,2,2.9,0,0,0,0,0,0,0,0,0,0,4,2484.8
5047,2012,52,2,47,2,97.7,0.2,0.7,0,0,0,0,0,0,0,0,58.5,78012.3
6097,2016,61,2,47,3,19049.9,24.6,62.7,0.1,6.3,2,1.1,0.3,1.8,0.3,0,1295.2,9865540
5051,2056,62,2,46,4,54.3,0,0,0,0,0,0,0,0,0,0,2,37517.4
5139,2018,62,2,49,1,17.9,0.1,0.3,0,0.1,0,0,0,0,0,0,0,0
6019,2038,41,1,47,2,0.4,0,0,0,0,0,0,0,0,0,0,0.5,243.4
6029,2031,53,2,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6055,2056,52,9,42,2,0,0,0,0,0,0,0,0,0,0,0,356.8,776953
5035,2004,52,2,42,3,900.5,2.5,6.7,0,0.2,0.4,0,0,0.4,0,0,155.8,880180
5059,2028,62,3,47,4,515.5,7.6,0.1,0,0,0,0,0,0,0,0,4.2,325395
6003,2012,41,1,47,4,0,0,0,0,0,0,0,0,0,0,0,0,7.7
6089,2024,51,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,19.2
6055,2052,51,2,47,5,597.4,0.9,0.6,0,0.1,0,0.1,0,0,0,0,54.2,347953
6107,2035,41,9,47,2,0,0,0,0,0,0,0,0,0,0,0,27.6,30175.4
6039,2029,32,9,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,2011,52,2,47,4,214.9,0.5,1.5,0,0.1,0.1,0,0,0.1,0,0,64.5,161674
5051,2032,52,1,42,1,195,6.7,0.9,0,0,0,0,0,0,0,0,0,0
6009,2006,53,1,47,4,0,0,0,0,0,0,0,0,0,0,0,0,27.4
6003,2014,32,1,30,3,780.3,11.5,1.8,0,0.2,0,0,0,0,0,0,86.1,1605030
6039,2019,41,2,47,5,1049.7,2.2,6.8,0,0.5,0.3,0.2,0,0.3,0,0,66.8,522064
6007,2013,42,3,48,1,10.4,0.1,0,0,0,0,0,0,0,0,0,0,0
6109,2011,21,1,20,1,5805.5,449,21.5,0,0.8,0.8,0,0,0.7,0,0,0,0
6079,2019,41,2,42,5,89.6,0.2,0.3,0,0,0,0,0,0,0,0,9.5,54774.6
6115,2044,42,2,48,5,675.8,1,0.8,0,0.2,0,0,0,0,0,0,25,385094
6019,2013,62,2,49,5,797.3,1.4,8.3,0,1.6,0.3,0.1,0,0.3,0,0,15.1,359914
6031,2012,52,2,41,4,1947.3,3.1,7.6,0,0.6,0.4,0,0,0.4,0,0,423.7,1827280
6049,2001,53,2,41,5,39.6,0.2,0.4,0,0,0,0,0,0,0,0,3.7,43480.3
5087,2016,53,3,47,3,2.1,0,0,0,0,0,0,0,0,0,0,0.2,1417.6
6001,2054,61,2,47,2,36682.9,33.5,21.7,0.1,4.1,0.1,1.9,0.8,0.1,0.7,0.1,4290.9,27845700
5089,2011,41,3,47,2,0.6,0,0,0,0,0,0,0,0,0,0,0,341.1
5051,2027,21,2,20,3,80.5,1.1,0,0,0,0,0,0,0,0,0,97.9,236844
6047,2038,43,2,41,3,0,0,0,0,0,0,0,0,0,0,0,0,40.2
5141,2014,53,2,42,3,141.6,0.2,0.4,0,0,0,0,0,0,0,0,19.9,139798
5127,2013,43,1,47,2,0.1,0,0,0,0,0,0,0,0,0,0,0.1,72.6
5085,2019,61,1,47,5,0.1,0,0,0,0,0,0,0,0,0,0,0,47
5123,2017,52,1,42,2,175.9,2,0.2,0,0,0,0,0,0,0,0,37.8,179952
6059,2018,52,2,42,3,19111.1,23.1,44.2,0.1,4.6,2.1,0.4,0.3,1.9,0.1,0,2968.1,19829600
5051,2012,53,1,46,2,12.6,0.5,0.1,0,0,0,0,0,0,0,0,20.1,12755.9
5097,2019,52,9,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3
6053,2018,43,9,47,5,0,0,0,0,0,0,0,0,0,0,0,0.1,204
5037,2046,52,9,46,4,0,0,0,0,0,0,0,0,0,0,0,21.7,69600.6
6071,2031,43,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6085,2045,54,9,41,4,0,0,0,0,0,0,0,0,0,0,0,272.5,194820
6015,2034,53,9,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,2016,41,3,47,2,22.9,0.2,0.1,0,0,0,0,0,0,0,0,3.4,12948.7
5051,2057,52,2,47,2,191.4,0.2,0.1,0,0,0,0,0,0,0,0,169.7,179249
6001,2054,54,9,41,3,0,0,0,0,0,0,0,0,0,0,0,316.9,335342
5083,2013,43,2,47,5,12.6,0,0.1,0,0,0,0,0,0,0,0,1.2,7088.7
6109,2050,41,9,42,5,0,0,0,0,0,0,0,0,0,0,0,42.7,118900
6075,2022,21,1,20,1,47587.9,1127.7,68.4,0.3,2.8,3.2,0,0,2.9,0,0,0,0
6063,2008,54,1,42,4,40.8,1.3,0.2,0,0,0,0,0,0,0,0,58.8,34768.3
5049,2037,32,2,30,5,3.9,0,0,0,0,0,0,0,0,0,0,3,11186.3
6105,2021,42,2,46,2,3.7,0,0,0,0,0,0,0,0,0,0,0.5,2135.1
5045,2014,52,2,42,1,177.6,1.1,1.5,0,0.2,0.1,0,0,0.1,0,0,0,0
6087,2016,51,3,47,2,11.1,0.1,0,0,0,0,0,0,0,0,0,0.9,6655.3
5135,2018,52,9,46,2,0,0,0,0,0,0,0,0,0,0,0,0,1.5
6097,2051,43,9,42,3,0,0,0,0,0,0,0,0,0,0,0,16.8,76578.1
5055,2027,61,2,47,2,3175.2,2.6,3.5,0,0.6,0,0.1,0.1,0,0,0,338.7,1925250
5065,2018,53,3,47,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0
5091,2011,61,3,47,3,42.8,0.3,0,0,0,0,0,0,0,0,0,0.4,23546.1
5043,2050,52,2,42,5,164.6,0.2,0.1,0,0,0,0,0,0,0,0,87.1,238915
5125,2016,43,1,41,5,0.3,0,0,0,0,0,0,0,0,0,0,0.1,220
6005,2034,43,3,47,2,0.5,0,0,0,0,0,0,0,0,0,0,0.3,389.5
