"Please be noted that the data below is part of the used large-scale projected transportation emissions data from 3,144 counties generated by the United States Environmental Protection Agency. The original data is too large to put in GitHub. Therefore, we put it at Cornell Box, which is accessible at [https://cornell.box.com/s/h8tcryjzb73v34ddqsoletd5jse153in]",,,,,,,,,,,,,,,,,,
geoid,year,sourcetype,fueltype,regclass,roadtype,emissions_98,emissions_2,emissions_3,emissions_31,emissions_33,emissions_100,emissions_106,emissions_107,emissions_110,emissions_116,emissions_117,vehicles,vmt
48249,2021,52,2,41,1,476.2,1.7,2.8,0,0.5,0.1,0,0,0.1,0,0,0,0
48277,2052,61,3,47,3,53.8,1,0,0,0,0,0,0,0,0,0,3,36833.1
48273,2056,51,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,2057,54,9,41,2,0,0,0,0,0,0,0,0,0,0,0,2.3,1529.3
48287,2003,51,3,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48477,2017,32,1,30,1,477.1,23.7,1.3,0,0,0,0,0,0,0,0,0,0
48353,2006,42,2,46,5,29.8,0.1,0.2,0,0,0,0,0,0,0,0,0.4,16437.5
48307,2039,61,2,49,2,1.3,0,0,0,0,0,0,0,0,0,0,1,732.9
48339,2049,43,2,42,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
48307,2055,53,2,46,5,57.8,0,0,0,0,0,0,0,0,0,0,4.1,51818.3
48431,2019,52,9,41,2,0,0,0,0,0,0,0,0,0,0,0,0,5.5
48353,2054,53,1,41,3,411.4,0.4,0,0,0,0,0,0,0,0,0,16,476557
48333,2021,32,9,30,4,0,0,0,0,0,0,0,0,0,0,0,0.3,1847.8
48285,2022,52,9,46,3,0,0,0,0,0,0,0,0,0,0,0,0.1,260.7
48219,2011,52,2,47,2,89.4,0.2,0.7,0,0,0,0,0,0,0,0,38.3,71839.7
48435,2018,61,3,47,3,90.7,1.1,0,0,0,0,0,0,0,0,0,0.6,48883.4
48329,2044,51,2,47,5,399.2,0.6,0.4,0,0.1,0,0.1,0,0,0,0,32.6,232203
48207,2028,61,9,47,4,0,0,0,0,0,0,0,0,0,0,0,0.6,7131
48245,2049,42,1,42,4,70.2,1.5,0,0,0,0,0,0,0,0,0,3.7,47569.2
48407,2015,51,3,47,1,11.1,0.1,0,0,0,0,0,0,0,0,0,0,0
48477,2016,51,1,42,4,2.8,0.1,0,0,0,0,0,0,0,0,0,1.8,2579.4
48299,2050,51,2,47,3,63.3,0.1,0,0,0,0,0,0,0,0,0,5.7,42028.3
48223,2030,31,9,30,4,0,0,0,0,0,0,0,0.1,0,0,0,2768.4,11525900
48245,2012,54,1,42,4,125.8,4,0.5,0,0,0,0,0,0,0,0,272.9,114992
48309,2015,54,1,46,2,21.4,0.3,0,0,0,0,0,0,0,0,0,19.7,18465.3
48381,2011,52,1,47,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0
48269,2005,32,9,30,4,0,0,0,0,0,0,0,0,0,0,0,0,61
48327,2011,53,3,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48405,2012,43,3,47,2,0.2,0,0,0,0,0,0,0,0,0,0,0.1,134.4
48315,2018,54,2,42,5,0.4,0,0,0,0,0,0,0,0,0,0,0.2,329.2
48405,2012,53,2,47,2,7.6,0,0,0,0,0,0,0,0,0,0,1.5,6162.4
48311,2028,21,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48353,2021,62,2,49,2,1334.4,4,14.8,0,2.8,0.5,0.1,0,0.4,0,0,6,721356
48325,2018,32,1,41,2,178,2.4,0.3,0,0,0,0,0,0,0,0,247.4,268120
48315,2012,53,2,46,5,33.9,0.1,0.2,0,0,0,0,0,0,0,0,2,24237.4
48399,2020,41,3,47,4,2.4,0,0,0,0,0,0,0,0,0,0,0.2,1364
48345,2047,41,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48235,2020,43,3,47,3,0.5,0,0,0,0,0,0,0,0,0,0,0.1,330.5
48323,2056,54,9,41,4,0,0,0,0,0,0,0,0,0,0,0,3.2,4639.2
48275,2017,42,3,48,2,0.7,0,0,0,0,0,0,0,0,0,0,0.1,471.3
48293,2035,51,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48233,2016,54,2,46,4,3.9,0,0,0,0,0,0,0,0,0,0,4.3,3299.7
48221,2039,53,2,42,4,61.9,0.1,0,0,0,0,0,0,0,0,0,27.5,96686.1
48257,2053,41,1,42,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0
48343,2034,43,9,42,2,0,0,0,0,0,0,0,0,0,0,0,0.4,993.2
48341,2040,21,1,20,1,341.3,7.3,0.5,0,0,0,0,0,0,0,0,0,0
48275,2044,31,2,41,5,33.5,0.1,0.1,0,0,0,0,0,0,0,0,19.2,77522.2
48237,2046,53,3,47,3,1.1,0,0,0,0,0,0,0,0,0,0,0.2,794.8
48289,2019,43,1,47,2,0.1,0,0,0,0,0,0,0,0,0,0,0.1,57.6
48287,2019,51,2,42,5,0.1,0,0,0,0,0,0,0,0,0,0,0.1,65.2
48225,2011,52,2,47,4,337.5,0.7,2.4,0,0.2,0.1,0,0,0.1,0,0,78,253864
48235,2057,32,9,30,4,0,0,0,0,0,0,0,0,0,0,0,163.1,1151770
48437,2012,41,1,42,5,4.8,0.1,0,0,0,0,0,0,0,0,0,0,3169.4
48337,2010,53,1,42,1,4,0.1,0,0,0,0,0,0,0,0,0,0,0
48263,2007,42,2,46,5,0.6,0,0,0,0,0,0,0,0,0,0,0,349.1
48329,2019,53,9,46,3,0,0,0,0,0,0,0,0,0,0,0,0,14.9
48375,2020,52,9,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48355,2014,31,2,41,4,6160.2,20.9,26.1,0,1.6,1.7,0.1,0.1,1.6,0,0,3126.8,8479720
48221,2013,54,2,46,2,3.3,0,0,0,0,0,0,0,0,0,0,14.4,2892.4
48303,2018,52,9,47,4,0,0,0,0,0,0,0,0,0,0,0,0,7.9
48407,2018,51,1,46,3,0,0,0,0,0,0,0,0,0,0,0,0.1,3.8
48267,2028,41,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,6.7
48353,2019,51,2,42,3,0.1,0,0,0,0,0,0,0,0,0,0,0.1,50.3
48289,2044,52,3,47,3,25.9,0.5,0,0,0,0,0,0,0,0,0,8.4,17293
48263,2010,41,1,42,3,0.1,0,0,0,0,0,0,0,0,0,0,0,53.6
48307,2059,32,2,41,2,2.7,0,0,0,0,0,0,0,0,0,0,13.1,12707.3
48247,2004,53,1,46,3,0.6,0,0,0,0,0,0,0,0,0,0,0.2,605.4
48353,2013,31,2,41,5,1336.4,5.3,6.9,0,0.4,0.5,0.1,0,0.5,0,0,163.4,1464170
48315,2016,32,9,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48385,2016,51,1,42,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
48259,2048,43,2,47,5,33.3,0.1,0,0,0,0,0,0,0,0,0,5.3,22332.2
48245,2054,61,3,47,4,230.8,4.5,0.1,0,0,0,0,0,0,0,0,7.4,163724
48467,2020,43,9,46,5,0,0,0,0,0,0,0,0,0,0,0,0.1,404.1
48261,2018,52,9,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48265,2001,53,2,47,4,150.9,0.5,2.1,0,0.1,0.1,0,0,0.1,0,0,4.8,116979
48269,2056,53,9,42,3,0,0,0,0,0,0,0,0,0,0,0,0.6,10863.6
48443,2014,32,1,41,5,106.7,2.6,0.3,0,0,0,0,0,0,0,0,11.5,133061
48221,2011,61,2,46,4,732.1,1.1,4.4,0,0.3,0.2,0,0,0.2,0,0,16.5,407864
48281,2009,52,2,46,5,916.4,2.3,6.3,0,0.4,0.4,0.1,0,0.3,0,0,112.1,584444
48343,2019,51,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48227,2007,43,2,46,5,599.8,1.8,6.3,0,0.2,0.4,0.1,0,0.3,0,0,43.9,389754
48267,2037,31,5,30,4,14.4,0.1,0,0,0,0,0,0,0,0,0,8.9,43702.2
48281,2011,53,1,42,5,11.8,0.2,0,0,0,0,0,0,0,0,0,0.9,12594.3
48245,2044,52,1,47,4,0,0,0,0,0,0,0,0,0,0,0,0.1,6.9
48437,2018,42,3,48,2,2.1,0,0,0,0,0,0,0,0,0,0,0.1,1294.7
48273,2057,43,1,46,4,14.5,0.2,0,0,0,0,0,0,0,0,0,4.7,12814
48399,2011,62,2,46,4,9.2,0,0.1,0,0,0,0,0,0,0,0,0.8,4951.1
48479,2013,31,5,30,1,58.8,1.1,0.1,0,0,0,0,0,0,0,0,0,0
48347,2017,53,9,42,2,0,0,0,0,0,0,0,0,0,0,0,0,6.2
48359,2019,54,2,46,3,7.3,0,0,0,0,0,0,0,0,0,0,2.4,5911.5
48301,2042,42,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0
48225,2060,54,9,41,2,0,0,0,0,0,0,0,0,0,0,0,8.8,6053.8
48297,2035,52,1,46,2,63.6,1.3,0,0,0,0,0,0,0,0,0,26.6,59688.7
48249,2012,52,1,47,3,1,0,0,0,0,0,0,0,0,0,0,0.3,703.8
48233,2016,51,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,15.1
48277,2018,53,1,46,5,40.7,1,0.1,0,0,0,0,0,0,0,0,9,27501.1
48341,2014,41,2,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48247,2016,53,2,46,5,18.7,0,0.1,0,0,0,0,0,0,0,0,2.9,13355.8
48251,2013,61,2,49,2,170.3,0.3,1.8,0,0.4,0,0,0,0,0,0,3.1,89817.2
48311,2038,52,2,41,5,637.6,0.7,0.4,0,0.1,0,0,0,0,0,0,130.9,936030
48227,2004,53,1,42,2,26.1,0.6,0.1,0,0,0,0,0,0,0,0,1.3,34223
48325,2031,53,9,47,4,0,0,0,0,0,0,0,0,0,0,0,0.4,5472.4
48393,2017,32,5,30,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0
48299,2020,51,9,47,4,0,0,0,0,0,0,0,0,0,0,0,0,7
48277,2059,43,2,47,4,8.7,0,0,0,0,0,0,0,0,0,0,7,8042.3
48331,2011,53,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,33.3
48315,2014,53,2,47,3,22.4,0,0.1,0,0,0,0,0,0,0,0,1.7,16275
48285,2005,54,2,47,4,2.9,0,0,0,0,0,0,0,0,0,0,3.2,2072.1
48413,2013,52,1,46,1,6.8,0.7,0,0,0,0,0,0,0,0,0,0,0
48259,2012,43,2,47,5,23.4,0.1,0.2,0,0,0,0,0,0,0,0,3.1,13262.3
48331,2003,31,1,30,1,4831.2,582.8,21.5,0,0.6,0.4,0,0,0.4,0,0,0,0
48405,2016,31,1,30,3,6961.3,83.4,8.6,0,0.9,0.1,0.2,0.1,0.1,0,0,3777.2,14629800
48383,2019,54,1,42,1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0
48381,2013,32,2,41,4,779.4,2.4,3.8,0,0.2,0.3,0,0,0.3,0,0,533.1,1104930
48435,2011,21,1,20,3,1611.4,30.4,4,0,0.3,0,0.1,0,0,0,0,814.1,4326980
48261,2030,54,1,41,4,2.9,0,0,0,0,0,0,0,0,0,0,1.9,3124.2
48233,2052,53,9,42,4,0,0,0,0,0,0,0,0,0,0,0,8.1,52773.4
48335,2035,42,1,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
48233,2052,42,1,42,3,2.9,0,0,0,0,0,0,0,0,0,0,0.8,1998.4
48321,2011,41,2,47,4,14.8,0,0.2,0,0,0,0,0,0,0,0,0.4,8540.7
48229,2060,32,9,41,5,0,0,0,0,0,0,0,0,0,0,0,203.8,2388730
48297,2048,41,1,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0
48241,2018,42,2,46,5,25.1,0,0.1,0,0,0,0,0,0,0,0,2.1,13322.2
48311,2022,61,2,47,5,1153.6,1.5,2.4,0,0.4,0,0.2,0,0,0.1,0,16.4,568785
48251,2002,61,1,47,5,0.9,0,0,0,0,0,0,0,0,0,0,0,446.9
48343,2017,43,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48207,2028,31,2,30,5,71,0.4,0,0,0,0,0,0,0,0,0,25.9,176368
48225,2013,42,1,42,3,15.7,0.2,0,0,0,0,0,0,0,0,0,1.1,10279.3
48483,2017,53,9,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48461,2018,42,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,13
48255,2024,32,2,30,3,22,0.5,0,0,0,0,0,0,0,0,0,13.6,56574.8
48271,2040,62,3,47,5,77.4,1.3,0,0,0,0,0,0,0,0,0,0.9,33732.7
48367,2012,42,1,42,3,35.5,0.4,0,0,0,0,0,0,0,0,0,3.1,24021.5
48277,2009,43,3,47,2,0.5,0,0,0,0,0,0,0,0,0,0,0.1,412.2
48453,2012,42,2,46,4,270.2,0.3,0.9,0,0.1,0,0,0,0,0,0,14.1,167124
48233,2040,62,9,47,4,0,0,0,0,0,0,0,0,0,0,0,15,1215600
48347,2017,42,2,46,3,21.4,0,0,0,0,0,0,0,0,0,0,2.1,12807.2
48239,2013,41,3,47,2,6.9,0.1,0,0,0,0,0,0,0,0,0,0.3,3777.3
48479,2017,42,2,48,5,754.5,1.1,1.9,0,0.3,0,0,0,0,0,0,42.8,367150
48301,2015,43,1,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2
48469,2013,54,1,47,5,0.3,0,0,0,0,0,0,0,0,0,0,0.3,162.7
48309,2057,32,2,30,2,18.8,0.1,0,0,0,0,0,0,0,0,0,84.7,75911.6
48345,2007,61,2,46,2,24.1,0,0.2,0,0,0,0,0,0,0,0,0.7,13355.6
48471,2012,62,2,47,5,23493.7,42.8,144.8,0.1,11.3,7.2,2.4,0.4,6.7,0.4,0.1,534.4,10426400
48219,2040,43,9,42,3,0,0,0,0,0,0,0,0,0,0,0,1.9,3814.5
48437,2020,51,1,42,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
48319,2003,41,1,46,3,0.4,0,0,0,0,0,0,0,0,0,0,0.1,296.4
48221,2001,52,2,41,4,490.9,1.3,4.6,0,0.1,0.3,0,0,0.3,0,0,111.6,526958
48265,2026,53,1,41,2,95.9,0.3,0,0,0,0,0,0,0,0,0,29.6,115624
48221,2011,52,1,41,1,113,7,0.7,0,0,0,0,0,0,0,0,0,0
48365,2019,42,1,42,3,20.9,0.4,0,0,0,0,0,0,0,0,0,2.6,12202.1
48283,2018,43,9,46,4,0,0,0,0,0,0,0,0,0,0,0,0,16.3
48227,2009,51,2,47,2,120.3,0.3,1.3,0,0.1,0.1,0,0,0.1,0,0,30.7,67820.8
48325,2000,61,2,47,5,13234.6,38.7,195.7,0,5.8,9.6,1.4,0.2,8.8,0.2,0,321.4,6113770
48327,2037,61,9,47,2,0,0,0,0,0,0,0,0,0,0,0,2.4,42988.1
48381,2011,51,1,41,2,0.3,0,0,0,0,0,0,0,0,0,0,0.2,252.9
48217,2025,52,2,42,1,281.1,0.9,1.4,0,0.2,0,0,0,0,0,0,0,0
48241,2000,51,1,46,2,4.3,0.4,0,0,0,0,0,0,0,0,0,1.3,2849.5
48423,2011,54,1,42,1,14.9,14.7,0.3,0,0,0,0,0,0,0,0,0,0
48329,2017,61,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48329,2032,54,2,42,4,5.8,0,0,0,0,0,0,0,0,0,0,10,6991.3
48345,2000,54,2,47,3,0.2,0,0,0,0,0,0,0,0,0,0,0.1,118.4
48347,2019,32,9,30,2,0,0,0,0,0,0,0,0,0,0,0,1.3,1525
48301,2034,32,1,30,4,1704.6,9.6,0.3,0,0,0,0,0,0,0,0,809.2,5461030
48319,2056,41,9,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
48301,2037,43,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0
48247,2027,61,2,47,3,479,0.5,0.6,0,0.1,0,0,0,0,0,0,30.6,287102
48439,2019,43,9,47,4,0,0,0,0,0,0,0,0,0,0,0,0.3,651.9
48295,2018,42,9,48,3,0,0,0,0,0,0,0,0,0,0,0,0,88.8
48435,2017,42,1,42,5,7.4,0.1,0,0,0,0,0,0,0,0,0,0.7,4030.4
48311,2032,53,1,42,3,16.7,0.1,0,0,0,0,0,0,0,0,0,1.1,18553.7
48403,2011,54,1,42,2,10.9,0.3,0,0,0,0,0,0,0,0,0,35.5,9878.5
48289,2046,32,9,41,5,0,0,0,0,0,0,0,0,0,0,0,100.5,1124700
48327,2037,52,3,47,5,7.4,0.1,0,0,0,0,0,0,0,0,0,1,3028.5
48283,2024,61,2,46,3,2478.1,1.4,2.9,0,0.4,0.1,0,0,0.1,0,0,36.3,1410820
48451,2012,21,1,20,5,58816,966.4,95.3,0.4,8.4,1.2,5.5,1.5,1.1,0.7,0.2,29818.9,131651000
48267,2020,61,2,49,1,32.8,0.1,0.6,0,0.1,0,0,0,0,0,0,0,0
48245,2050,52,9,47,3,0,0,0,0,0,0,0,0,0,0,0,147.9,481933
48475,2017,32,2,41,5,699.6,2.3,3.1,0,0.2,0.2,0,0,0.2,0,0,65.1,819805
48277,2038,54,1,42,2,37.8,0.4,0,0,0,0,0,0,0,0,0,65.1,37152.7
48249,2038,42,9,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0
48375,2020,42,9,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48391,2015,42,9,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2
48273,2032,43,2,47,1,1.6,0,0,0,0,0,0,0,0,0,0,0,0
48347,2022,11,1,10,3,54.1,1.8,0.1,0,0,0,0,0,0,0,0,1450.4,125083
48427,2015,41,2,47,1,34.8,0.2,0.4,0,0,0,0,0,0,0,0,0,0
48315,2006,31,2,41,2,117.1,0.4,0.7,0,0,0,0,0,0,0,0,112.4,170795
48419,2020,43,2,46,2,110.9,0.1,0.3,0,0,0,0,0,0,0,0,120.2,89108.9
48351,2020,42,2,48,3,20.2,0,0,0,0,0,0,0,0,0,0,1.7,11810.3
48271,2027,54,9,41,5,0,0,0,0,0,0,0,0,0,0,0,0,141.4
48309,2056,51,9,46,2,0,0,0,0,0,0,0,0,0,0,0,3.1,15080.4
48321,2017,32,9,30,5,0,0,0,0,0,0,0,0,0,0,0,0.4,1870
48313,2059,54,2,41,4,13.2,0,0,0,0,0,0,0,0,0,0,12.1,16007.4
48411,2016,52,9,41,5,0,0,0,0,0,0,0,0,0,0,0,0,20
48255,2017,52,1,41,3,746.7,6.5,0.6,0,0,0,0,0,0,0,0,108.7,784102
48327,2027,32,1,30,2,61.1,0.4,0,0,0,0,0,0,0,0,0,89.2,176197
48277,2031,43,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,9.1
48217,2027,21,2,20,1,13.4,0.2,0,0,0,0,0,0,0,0,0,0,0
48207,2043,42,9,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0
48337,2014,31,9,30,4,0,0,0,0,0,0,0,0,0,0,0,0.2,967.7
48313,2031,43,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,9.1
48327,2022,62,2,49,4,69.9,0.2,0.8,0,0.1,0,0,0,0,0,0,0.4,37880.7
48237,2051,43,9,46,2,0,0,0,0,0,0,0,0,0,0,0,16.1,33365.7
48401,2011,43,1,46,1,2.9,0.5,0,0,0,0,0,0,0,0,0,0,0
48283,2038,41,2,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0
48323,2049,32,1,30,3,344.5,1.7,0,0,0,0,0,0,0,0,0,1027.8,1271330
48481,2019,53,1,42,5,216.4,1.4,0.1,0,0,0,0,0,0,0,0,18,188700
48297,2031,61,9,46,3,0,0,0,0,0,0,0,0,0,0,0,0.6,55334.9
48327,2012,54,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48237,2043,52,9,46,3,0,0,0,0,0,0,0,0,0,0,0,29.6,66323.4
48307,2028,51,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48303,2057,52,2,46,4,2283.4,1.2,0.6,0,0.1,0,0.1,0,0,0,0,1089.8,2401210
48227,2018,51,3,47,4,0.2,0,0,0,0,0,0,0,0,0,0,1.2,105.8
48293,2048,11,1,10,4,24.5,0.7,0,0,0,0,0,0,0,0,0,641.4,54404.4
48315,2016,41,9,47,5,0,0,0,0,0,0,0,0,0,0,0,0,68.7
48227,2031,52,9,47,2,0,0,0,0,0,0,0,0,0,0,0,4.2,13561.1
48329,2019,43,3,47,4,3,0,0,0,0,0,0,0,0,0,0,1.3,2110.8
48329,2044,53,2,42,4,419.2,0.4,0.1,0,0,0,0,0,0,0,0,148.5,667780
48275,2021,53,9,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48279,2045,42,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48363,2016,31,1,30,4,20526.8,246,27.4,0.1,2.9,0.2,0.3,0.3,0.2,0.1,0,13878.2,43271200
48329,2018,41,9,47,4,0,0,0,0,0,0,0,0,0,0,0,0.1,893.3
48279,2048,53,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1
48277,2019,51,1,42,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0
48397,2013,42,2,42,4,9.1,0,0,0,0,0,0,0,0,0,0,0.8,6076.6
48463,2011,43,2,42,2,0.9,0,0,0,0,0,0,0,0,0,0,0.3,785.4
48299,2010,21,5,20,2,0.2,0,0,0,0,0,0,0,0,0,0,1.2,567.6
48243,2035,41,2,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0
48241,2002,53,2,42,2,21.5,0,0.2,0,0,0,0,0,0,0,0,2.3,23429.1
48271,2021,51,1,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0
48273,2019,21,5,20,3,3.8,0,0,0,0,0,0,0,0,0,0,4.3,11308.5
48341,2009,41,2,46,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0
48347,2002,42,2,48,1,33.5,0.2,1.4,0,0,0,0,0,0,0,0,0,0
48369,2016,32,9,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48475,2012,53,2,41,2,63.1,0.1,0.2,0,0,0,0,0,0,0,0,8.7,62593.1
48247,2000,43,1,42,2,0,0,0,0,0,0,0,0,0,0,0,0,6.6
48233,2018,32,9,30,5,0,0,0,0,0,0,0,0,0,0,0,0.8,2608.3
48333,2038,42,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,1.6
48239,2051,31,5,30,4,14.2,0.1,0,0,0,0,0,0,0,0,0,14.4,51686.1
48255,2035,51,1,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0
48337,2017,54,1,41,1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0
48391,2015,41,2,46,5,4,0,0,0,0,0,0,0,0,0,0,0.4,2151.7
48317,2017,41,3,47,3,1.4,0,0,0,0,0,0,0,0,0,0,0.1,742.9
48329,2040,41,2,47,2,27.6,0,0,0,0,0,0,0,0,0,0,27.1,18197.3
48329,2055,42,2,46,2,5.8,0,0,0,0,0,0,0,0,0,0,1.4,4081
48229,2012,62,3,47,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
48293,2011,52,2,46,2,86.3,0.2,0.5,0,0,0,0,0,0,0,0,39.1,85794
48313,2055,54,2,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48293,2013,62,2,47,1,617.8,2.8,6.3,0,0.6,0.2,0,0,0.2,0,0,0,0
48239,2017,43,2,47,1,2,0,0,0,0,0,0,0,0,0,0,0,0
48313,2027,53,2,42,3,107.6,0.1,0.1,0,0,0,0,0,0,0,0,10.7,146563
48235,2060,51,2,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0
48431,2020,43,2,47,2,1.2,0,0,0,0,0,0,0,0,0,0,0.2,965.1
48463,2016,43,2,46,2,82.2,0.1,0.3,0,0,0,0,0,0,0,0,34.4,67495.4
48351,2012,41,2,42,3,2.3,0,0,0,0,0,0,0,0,0,0,0.1,1582.8
48481,2016,53,1,42,2,40,0.4,0,0,0,0,0,0,0,0,0,4.9,42524.9
48455,2020,41,9,47,2,0,0,0,0,0,0,0,0,0,0,0,0,23.1
48301,2030,43,9,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0
48327,2009,54,2,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48281,2022,43,9,47,2,0,0,0,0,0,0,0,0,0,0,0,0,40.7
48257,2053,54,2,46,3,52.5,0,0,0,0,0,0,0,0,0,0,37.8,49160.8
48295,2001,61,1,46,4,3.5,0.3,0,0,0,0,0,0,0,0,0,0.6,2246.5
48229,2057,41,2,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0
48221,2011,11,1,10,4,219.7,9.5,0.4,0,0,0,0,0,0,0,0,1144.5,491130
48255,2049,42,1,46,3,0,0,0,0,0,0,0,0,0,0,0,0,5.7
48461,2012,41,9,47,2,0,0,0,0,0,0,0,0,0,0,0,0,2.4
48271,2013,51,1,41,4,0.1,0,0,0,0,0,0,0,0,0,0,0,73
48337,2030,32,1,41,5,573.6,2.4,0.2,0,0,0,0,0,0,0,0,145.7,664583
48263,2021,31,2,41,5,75.3,0.2,0.3,0,0,0,0,0,0,0,0,12.5,96588.7
48491,2014,21,9,20,2,0,0,0,0,0,0,0,0,0,0,0,138.7,169581
48255,2038,61,9,46,4,0,0,0,0,0,0,0,0,0,0,0,1.7,69643
48363,2019,54,1,47,3,0.1,0,0,0,0,0,0,0,0,0,0,0.1,94.9
48303,2025,52,9,46,4,0,0,0,0,0,0,0,0,0,0,0,1.7,8079.7
48293,2011,31,9,30,4,0,0,0,0,0,0,0,0,0,0,0,0,77.1
48347,2019,61,9,47,5,0,0,0,0,0,0,0,0,0,0,0,0,1762.4
48305,2011,54,2,41,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
48445,2012,54,2,42,4,0.3,0,0,0,0,0,0,0,0,0,0,0.6,287.6
48459,2019,52,2,46,2,274.3,0.3,0.6,0,0.1,0,0,0,0,0,0,225.5,249927
48287,2047,31,2,30,5,195,0.9,0,0,0,0,0,0,0,0,0,121.7,622628
48223,2030,43,1,46,4,43.6,0.8,0,0,0,0,0,0,0,0,0,11.6,36647.1
48347,2031,32,1,30,3,1212.3,7,0.2,0,0,0,0,0,0,0,0,1691.5,3555270
48285,2020,53,2,47,5,189.6,0.3,0.6,0,0.1,0,0,0,0,0,0,26.8,108176
48433,2013,42,9,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0.3
48233,2043,42,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8
48393,2012,43,2,46,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0
48313,2026,54,1,46,2,5.1,0.1,0,0,0,0,0,0,0,0,0,4.6,4191.6
48289,2049,21,9,20,2,0,0,0,0,0,0,0,0,0,0,0,1221.9,5956810
48459,2015,54,1,41,1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0
48393,2012,43,1,46,4,0.4,0,0,0,0,0,0,0,0,0,0,0.2,386.5
48229,2034,51,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48303,2045,42,1,47,2,0.1,0,0,0,0,0,0,0,0,0,0,0,31.2
48437,2019,52,9,46,4,0,0,0,0,0,0,0,0,0,0,0,0,3.5
48337,2003,54,1,41,1,1.1,0.5,0,0,0,0,0,0,0,0,0,0,0
48259,2058,53,2,41,2,207.4,0.2,0.1,0,0,0,0,0,0,0,0,100.6,313494
48435,2016,42,9,48,5,0,0,0,0,0,0,0,0,0,0,0,0,95.5
48267,2050,42,9,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48331,2012,61,1,46,5,4,0.3,0,0,0,0,0,0,0,0,0,1.3,2299
48341,2000,21,9,20,4,0,0,0,0,0,0,0,0,0,0,0,0.1,187.6
